MUNICIPIO_RESIDENCIA;URS;MICRO;MACRO;CodigoIBGE;Data;Grupo;Dose;Doses Aplicadas
Itanhomi;Governador Valadares;GOVERNADOR VALADARES;LESTE;313320;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itaobim;Pedra Azul;ITAOBIM;NORDESTE;313330;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itapagipe;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;313340;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itapecerica;Divinópolis;DIVINÓPOLIS;OESTE;313350;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;24
Itapeva;Pouso Alegre;POUSO ALEGRE;SUL;313360;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itatiaiuçu;Divinópolis;ITAÚNA;OESTE;313370;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itaú de Minas;Passos;PASSOS;SUL;313375;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itaúna;Divinópolis;ITAÚNA;OESTE;313380;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itaverava;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;313390;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itinga;Pedra Azul;ITAOBIM;NORDESTE;313400;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itueta;Governador Valadares;RESPLENDOR;LESTE;313410;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ituiutaba;Ituiutaba;ITUIUTABA;TRIÂNGULO DO NORTE;313420;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itumirim;Varginha;LAVRAS;SUL;313430;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Iturama;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;313440;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Itutinga;Varginha;LAVRAS;SUL;313450;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jaboticatubas;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;313460;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jacinto;Pedra Azul;ALMENARA/JACINTO;NORDESTE;313470;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jacuí;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;313480;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jacutinga;Pouso Alegre;POUSO ALEGRE;SUL;313490;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jaguaraçu;Coronel Fabriciano;CORONEL FABRICIANO/TIMÓTEO;VALE DO AÇO;313500;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jaíba;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;313505;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jampruca;Governador Valadares;GOVERNADOR VALADARES;LESTE;313507;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Janaúba;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;313510;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Januária;Januária;JANUÁRIA;NORTE;313520;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Japaraíba;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;313530;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Japonvar;Januária;Brasília de Minas/S. Francisco;NORTE;313535;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jeceaba;Barbacena;CONGONHAS;CENTRO SUL;313540;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jenipapo de Minas;Diamantina;ARAÇUAÍ;JEQUITINHONHA;313545;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jequeri;Ponte Nova;PONTE NOVA;LESTE DO SUL;313550;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jequitaí;Montes Claros;CORAÇÃO DE JESUS;NORTE;313560;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jequitibá;Sete Lagoas;SETE LAGOAS;CENTRO;313570;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jequitinhonha;Pedra Azul;ALMENARA/JACINTO;NORDESTE;313580;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jesuânia;Varginha;SÃO LOURENÇO;SUL;313590;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Joaíma;Pedra Azul;ALMENARA/JACINTO;NORDESTE;313600;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Joanésia;Coronel Fabriciano;IPATINGA;VALE DO AÇO;313610;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
João Monlevade;Itabira;JOÃO MONLEVADE;CENTRO;313620;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
João Pinheiro;Patos de Minas;JOÃO PINHEIRO;NOROESTE;313630;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Joaquim Felício;Montes Claros;BOCAIÚVA;NORTE;313640;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Jordânia;Pedra Azul;ALMENARA/JACINTO;NORDESTE;313650;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
José Gonçalves de Minas;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;313652;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
José Raydan;Governador Valadares;SANTA MARIA DO SUAÇUÍ;LESTE;313655;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Josenópolis;Montes Claros;FRANCISCO SÁ;NORTE;313657;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova União;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;313660;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Juatuba;Belo Horizonte;BETIM;CENTRO;313665;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Juiz de Fora;Juiz de Fora;JUIZ DE FORA;SUDESTE;313670;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Juramento;Montes Claros;MONTES CLAROS;NORTE;313680;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Juruaia;Alfenas;GUAXUPÉ;SUL;313690;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Juvenília;Januária;MANGA;NORTE;313695;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ladainha;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;313700;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;42
Lagamar;Patos de Minas;PATOS DE MINAS;NOROESTE;313710;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lagoa da Prata;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;313720;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lagoa dos Patos;Montes Claros;CORAÇÃO DE JESUS;NORTE;313730;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lagoa Dourada;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;313740;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lagoa Formosa;Patos de Minas;PATOS DE MINAS;NOROESTE;313750;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lagoa Grande;Patos de Minas;JOÃO PINHEIRO;NOROESTE;313753;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lagoa Santa;Belo Horizonte;VESPASIANO;CENTRO;313760;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lajinha;Manhuaçu;MANHUAÇU;LESTE DO SUL;313770;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lambari;Varginha;SÃO LOURENÇO;SUL;313780;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lamim;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;313790;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Laranjal;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;313800;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lassance;Pirapora;PIRAPORA;NORTE;313810;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lavras;Varginha;LAVRAS;SUL;313820;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Leandro Ferreira;Divinópolis;PARÁ DE MINAS;OESTE;313830;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Leme do Prado;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;313835;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Leopoldina;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;313840;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Liberdade;Juiz de Fora;LIMA DUARTE;SUDESTE;313850;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lima Duarte;Juiz de Fora;LIMA DUARTE;SUDESTE;313860;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Limeira do Oeste;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;313862;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Lontra;Januária;Brasília de Minas/S. Francisco;NORTE;313865;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Luisburgo;Manhuaçu;MANHUAÇU;LESTE DO SUL;313867;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Luislândia;Januária;Brasília de Minas/S. Francisco;NORTE;313868;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Luminárias;Varginha;LAVRAS;SUL;313870;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Luz;Divinópolis;BOM DESPACHO;OESTE;313880;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Machacalis;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;313890;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Machado;Alfenas;ALFENAS/MACHADO;SUL;313900;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Madre de Deus de Minas;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;313910;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Malacacheta;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;313920;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mamonas;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;313925;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Manga;Januária;MANGA;NORTE;313930;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Manhuaçu;Manhuaçu;MANHUAÇU;LESTE DO SUL;313940;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Manhumirim;Manhuaçu;MANHUAÇU;LESTE DO SUL;313950;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mantena;Governador Valadares;MANTENA;LESTE;313960;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Maravilhas;Sete Lagoas;SETE LAGOAS;CENTRO;313970;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mar de Espanha;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;313980;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Maria da Fé;Pouso Alegre;ITAJUBÁ;SUL;313990;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mariana;Belo Horizonte;OURO PRETO;CENTRO;314000;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Marilac;Governador Valadares;GOVERNADOR VALADARES;LESTE;314010;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mário Campos;Belo Horizonte;BETIM;CENTRO;314015;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Maripá de Minas;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;314020;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Marliéria;Coronel Fabriciano;CORONEL FABRICIANO/TIMÓTEO;VALE DO AÇO;314030;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Marmelópolis;Pouso Alegre;ITAJUBÁ;SUL;314040;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Martinho Campos;Divinópolis;BOM DESPACHO;OESTE;314050;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;58
Martins Soares;Manhuaçu;MANHUAÇU;LESTE DO SUL;314053;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mata Verde;Pedra Azul;ALMENARA/JACINTO;NORDESTE;314055;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Materlândia;Diamantina;GUANHÃES;CENTRO;314060;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mateus Leme;Belo Horizonte;BETIM;CENTRO;314070;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Matias Barbosa;Juiz de Fora;JUIZ DE FORA;SUDESTE;314080;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Matias Cardoso;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;314085;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Matipó;Manhuaçu;MANHUAÇU;LESTE DO SUL;314090;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mato Verde;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;314100;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Matozinhos;Belo Horizonte;VESPASIANO;CENTRO;314110;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Matutina;Patos de Minas;SÃO GOTARDO;NOROESTE;314120;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Medeiros;Divinópolis;FORMIGA;OESTE;314130;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Medina;Pedra Azul;ITAOBIM;NORDESTE;314140;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mendes Pimentel;Governador Valadares;MANTENA;LESTE;314150;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mercês;Ubá;UBÁ;SUDESTE;314160;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mesquita;Coronel Fabriciano;IPATINGA;VALE DO AÇO;314170;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Minas Novas;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;314180;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Minduri;Varginha;SÃO LOURENÇO;SUL;314190;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mirabela;Montes Claros;MONTES CLAROS;NORTE;314200;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Miradouro;Ubá;MURIAÉ;SUDESTE;314210;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Miraí;Ubá;MURIAÉ;SUDESTE;314220;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Miravânia;Januária;MANGA;NORTE;314225;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Moeda;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;314230;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Moema;Divinópolis;BOM DESPACHO;OESTE;314240;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monjolos;Sete Lagoas;CURVELO;CENTRO;314250;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monsenhor Paulo;Varginha;VARGINHA;SUL;314260;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Montalvânia;Januária;MANGA;NORTE;314270;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monte Alegre de Minas;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;314280;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monte Azul;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;314290;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monte Belo;Alfenas;GUAXUPÉ;SUL;314300;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monte Carmelo;Uberlândia;PATROCÍNIO/MONTE CARMELO;TRIÂNGULO DO NORTE;314310;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monte Formoso;Pedra Azul;ITAOBIM;NORDESTE;314315;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monte Santo de Minas;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;314320;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Montes Claros;Montes Claros;MONTES CLAROS;NORTE;314330;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Monte Sião;Pouso Alegre;POUSO ALEGRE;SUL;314340;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Montezuma;Montes Claros;TAIOBEIRAS;NORTE;314345;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Morada Nova de Minas;Sete Lagoas;SETE LAGOAS;CENTRO;314350;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Morro da Garça;Sete Lagoas;CURVELO;CENTRO;314360;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Morro do Pilar;Itabira;ITABIRA;CENTRO;314370;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Munhoz;Pouso Alegre;POUSO ALEGRE;SUL;314380;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Muriaé;Ubá;MURIAÉ;SUDESTE;314390;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mutum;Manhuaçu;MANHUAÇU;LESTE DO SUL;314400;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Muzambinho;Alfenas;GUAXUPÉ;SUL;314410;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nacip Raydan;Governador Valadares;GOVERNADOR VALADARES;LESTE;314420;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nanuque;Teófilo Otoni;NANUQUE;NORDESTE;314430;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Naque;Coronel Fabriciano;IPATINGA;VALE DO AÇO;314435;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Natalândia;Unaí;UNAÍ;NOROESTE;314437;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Natércia;Pouso Alegre;POUSO ALEGRE;SUL;314440;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nazareno;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;314450;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nepomuceno;Varginha;LAVRAS;SUL;314460;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ninheira;Montes Claros;TAIOBEIRAS;NORTE;314465;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova Belém;Governador Valadares;MANTENA;LESTE;314467;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova Era;Itabira;JOÃO MONLEVADE;CENTRO;314470;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova Lima;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;314480;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova Módica;Teófilo Otoni;ITAMBACURI;NORDESTE;314490;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova Ponte;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;314500;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova Porteirinha;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;314505;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova Resende;Passos;PASSOS;SUL;314510;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Nova Serrana;Divinópolis;PARÁ DE MINAS;OESTE;314520;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Novo Cruzeiro;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;314530;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Novo Oriente de Minas;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;314535;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Novorizonte;Montes Claros;SALINAS;NORTE;314537;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Olaria;Juiz de Fora;LIMA DUARTE;SUDESTE;314540;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Olhos-d'Água;Montes Claros;BOCAIÚVA;NORTE;314545;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Olímpio Noronha;Varginha;SÃO LOURENÇO;SUL;314550;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Oliveira;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;314560;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Oliveira Fortes;Juiz de Fora;SANTOS DUMONT;SUDESTE;314570;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Onça de Pitangui;Divinópolis;PARÁ DE MINAS;OESTE;314580;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Oratórios;Ponte Nova;PONTE NOVA;LESTE DO SUL;314585;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Orizânia;Manhuaçu;CARANGOLA;SUDESTE;314587;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ouro Branco;Barbacena;CONGONHAS;CENTRO SUL;314590;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ouro Fino;Pouso Alegre;POUSO ALEGRE;SUL;314600;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ouro Preto;Belo Horizonte;OURO PRETO;CENTRO;314610;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ouro Verde de Minas;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;314620;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Padre Carvalho;Montes Claros;SALINAS;NORTE;314625;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Padre Paraíso;Teófilo Otoni;PADRE PARAÍSO;NORDESTE;314630;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Paineiras;Sete Lagoas;SETE LAGOAS;CENTRO;314640;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pains;Divinópolis;FORMIGA;OESTE;314650;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pai Pedro;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;314655;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Paiva;Barbacena;BARBACENA;CENTRO SUL;314660;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Palma;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;314670;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Palmópolis;Pedra Azul;ALMENARA/JACINTO;NORDESTE;314675;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Papagaios;Sete Lagoas;SETE LAGOAS;CENTRO;314690;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Paracatu;Unaí;UNAÍ;NOROESTE;314700;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pará de Minas;Divinópolis;PARÁ DE MINAS;OESTE;314710;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Paraguaçu;Alfenas;ALFENAS/MACHADO;SUL;314720;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Paraisópolis;Pouso Alegre;ITAJUBÁ;SUL;314730;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Paraopeba;Sete Lagoas;SETE LAGOAS;CENTRO;314740;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Passabém;Itabira;ITABIRA;CENTRO;314750;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Passa Quatro;Varginha;SÃO LOURENÇO;SUL;314760;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Passa Tempo;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;314770;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Passa-Vinte;Juiz de Fora;LIMA DUARTE;SUDESTE;314780;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Passos;Passos;PASSOS;SUL;314790;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Patis;Januária;Brasília de Minas/S. Francisco;NORTE;314795;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Patos de Minas;Patos de Minas;PATOS DE MINAS;NOROESTE;314800;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Patrocínio;Uberlândia;PATROCÍNIO/MONTE CARMELO;TRIÂNGULO DO NORTE;314810;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Patrocínio do Muriaé;Ubá;MURIAÉ;SUDESTE;314820;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
